user_id,TM_DayTrip_Freq,tier_status,ADT,city,travel_time_mins,age_grp,TM_gaming_trip,TM_gaming_day,TM_gaming_day_weekday,TM_gaming_day_weekend,TM_hourplayed,TM_hourplayed_TG,TM_hourplayed_ETG,TM_hourplayed_SLOT,TM_twin,TM_twin_TG,TM_twin_ETG,TM_twin_SLOT,TM_avgbet,TM_avgbet_TG,TM_avgbet_ETG,TM_avgbet_SLOT,L12M_gaming_trip,L12M_gaming_day,L12M_gaming_day_weekday,L12M_gaming_day_Fri,L12M_gaming_day_Sat,L12M_gaming_day_Sun,L12M_hourplayed,L12M_hourplayed_TG,L12M_hourplayed_ETG,L12M_hourplayed_SLOT,L12M_twin,L12M_twin_TG,L12M_twin_ETG,L12M_twin_SLOT,L12M_avgbet,L12M_avgbet_TG,L12M_avgbet_ETG,L12M_avgbet_SLOT,L12M_roomnight,L24M_gaming_trip,L24M_gaming_day,L24M_gaming_day_weekday,L24M_gaming_day_Fri,L24M_gaming_day_Sat,L24M_gaming_day_Sun,L24M_hourplayed,L24M_hourplayed_TG,L24M_hourplayed_ETG,L24M_hourplayed_SLOT,L24M_twin,L24M_twin_TG,L24M_twin_ETG,L24M_twin_SLOT,L24M_avgbet,L24M_avgbet_TG,L24M_avgbet_ETG,L24M_avgbet_SLOT,L24M_room_night,trip_twin,trip_bet,trip_gaming_day,trip_hour_played,primary_game_at_first_stay,experiment_type,TM_ADT,adt_jump_L24_to_L12,adt_jump_L12_to_TM,eligible_for_host
A30217,1,Prime,10,Makati_BGC,57.6,31 - 40,1,1,1,0,0.329,0.0,0.0,0.329,146,0,0,146,15,0,0,15,1,1,0,0,0,1,1,0,0,1,792,0,0,792,26,0,0,26,0,1,1,0,0,0,1,1.217,0.0,0.0,1.217,792,0,0,792,26,0,0,26,2,146,15,1,0,SLOT,ETG_CROSS_SELL,146.0,True,False,False
A30222,1,Elite,306,Makati_BGC,87.6,Above 60,1,1,0,1,1.78,0.0,0.0,1.78,4461,0,0,4461,58,0,0,58,1,2,0,0,1,1,4,0,0,4,4246,0,0,4246,23,0,0,23,0,2,3,1,0,1,1,7.227,0.0,0.019,5.53,7083,0,0,5664,18,0,15,20,2,4461,44,1,1,SLOT,ETG_CROSS_SELL,4461.0,False,False,False
A30303,1,Prime,133,Makati_BGC,81.6,51 - 60,1,1,1,0,3.494,0.0,0.248,1.499,3870,0,44,1891,60,0,219,33,1,1,0,0,0,1,4,0,0,1,4813,0,73,2334,93,0,321,37,0,5,9,0,1,4,4,17.572,0.0,0.353,15.435,23079,0,73,20600,45,0,321,33,1,3864,58,1,3,SLOT,ETG_CROSS_SELL,3870.0,False,True,False
A30325,1,Elite,41,Pasay,297.0,41 - 50,1,1,1,0,3.525,0.175,0.443,0.557,3629,305,131,773,268,1094,224,44,1,1,0,0,1,0,6,1,0,0,30513,8484,219,1469,2615,4374,418,147,0,3,3,0,1,1,1,8.219,3.058,0.419,0.492,42534,20505,219,1469,2723,3602,418,147,2,3616,262,1,3,SLOT,ETG_CROSS_SELL,3629.0,True,True,True
A30396,2,Elite,85,Manila,0.0,41 - 50,1,2,2,0,8.061,0.542,1.931,0.642,7184,986,977,510,575,1094,520,39,2,2,2,0,0,0,1,0,0,1,246,0,0,246,12,0,0,12,1,2,2,2,0,0,0,0.902,0.0,0.0,0.902,246,0,0,246,12,0,0,12,1,7173,569,2,8,SLOT,ETG_CROSS_SELL,3592.0,True,True,True
A30406,2,Elite,126,Manila,0.0,51 - 60,1,2,1,1,3.875,3.875,0.0,0.0,3664,3664,0,0,219,219,0,0,1,1,0,0,1,0,1,1,0,0,1088,1088,0,0,344,344,0,0,0,3,6,2,0,2,2,13.877,13.877,0.0,0.0,21025,21025,0,0,434,434,0,0,1,3660,219,2,3,SLOT,ETG_CROSS_SELL,1832.0,False,True,False
A30516,1,Elite,41,Makati_BGC,45.0,31 - 40,1,1,1,0,1.142,0.0,0.53,0.041,1183,0,510,81,558,0,598,36,1,1,0,1,0,0,0,0,0,0,15,0,15,0,729,0,729,0,8,8,8,1,4,0,3,5.069,0.19,2.697,0.003,9121,223,4870,0,1100,547,1104,15,10,1181,554,1,1,SLOT,ETG_CROSS_SELL,1183.0,False,True,False
A30536,2,Prime,97,Makati_BGC,57.6,31 - 40,1,2,2,0,7.254,0.642,2.086,0.003,7092,1169,1648,0,803,1057,753,15,1,1,0,0,1,0,0,0,0,0,1911,1911,0,0,3281,3281,0,0,0,1,1,0,0,1,0,0.366,0.366,0.0,0.0,1911,1911,0,0,3281,3281,0,0,1,7086,802,2,7,SLOT,ETG_CROSS_SELL,3546.0,True,True,True
A30612,2,Elite,666,Manila,0.0,41 - 50,1,2,1,1,11.619,0.0,0.0,11.619,28065,0,0,28065,60,0,0,60,2,2,0,2,0,0,2,1,0,1,3621,2555,0,1066,238,547,0,36,1,2,2,0,2,0,0,1.727,0.684,0.0,1.043,3621,2555,0,1066,238,547,0,36,1,28052,58,2,11,SLOT,ETG_CROSS_SELL,14032.5,True,True,True
A3063,1,Elite,107,Makati_BGC,41.4,51 - 60,1,1,1,0,3.473,0.0,0.0,3.473,2848,0,0,2848,16,0,0,16,1,1,0,0,1,0,1,0,0,1,467,0,0,467,29,0,0,29,0,1,1,0,0,1,0,0.546,0.0,0.0,0.546,467,0,0,467,29,0,0,29,1,2843,15,1,3,SLOT,ETG_CROSS_SELL,2848.0,True,True,True
A30738,1,Prime,87,Pasay,224.4,41 - 50,1,1,1,0,0.749,0.0,0.0,0.749,1276,0,0,1276,28,0,0,28,1,2,0,0,1,1,3,3,0,0,3322,3322,0,0,1094,1094,0,0,0,3,5,2,0,1,2,4.219,4.219,0.0,0.0,7593,7593,0,0,1331,1331,0,0,2,1268,15,1,0,SLOT,ETG_CROSS_SELL,1276.0,False,True,False
A30963,1,Elite,116,Makati_BGC,43.8,51 - 60,1,1,1,0,1.451,0.0,0.0,1.451,1691,0,0,1691,15,0,0,15,1,1,1,0,0,0,2,0,0,2,1537,0,0,1537,13,0,0,13,0,3,4,4,0,0,0,11.466,0.0,0.0,11.466,12764,0,0,12764,24,0,0,24,1,1691,15,1,1,SLOT,ETG_CROSS_SELL,1691.0,False,False,False
A31013,1,Prime,293,Pasay,224.4,41 - 50,1,1,1,0,3.206,0.0,0.0,3.206,4268,0,0,4268,21,0,0,21,1,1,0,0,0,1,5,0,0,5,2695,0,0,2695,14,0,0,14,0,4,5,3,0,1,1,12.444,0.0,0.0,12.444,10903,0,0,10903,18,0,0,18,1,4257,15,1,3,SLOT,ETG_CROSS_SELL,4268.0,False,True,False
A31085,1,Elite,188,Manila,0.0,31 - 40,1,1,0,1,3.798,0.0,0.692,1.207,5476,0,467,2271,157,0,375,32,1,1,0,0,1,0,3,0,0,1,7246,0,87,3535,91,0,525,42,0,3,5,1,2,2,0,21.591,3.208,2.478,4.277,32117,5874,2333,6833,487,981,580,27,1,5468,146,1,3,SLOT,ETG_CROSS_SELL,5476.0,False,True,False
A31153,2,Elite,2,Manila,0.0,51 - 60,1,2,2,0,0.072,0.0,0.0,0.072,62,0,0,62,23,0,0,23,1,2,0,0,1,1,2,0,0,2,2855,0,0,2855,32,0,0,32,1,6,18,5,1,6,6,40.983,3.112,7.173,14.747,59327,11788,1356,24168,223,750,262,36,11,58,15,2,0,SLOT,ETG_CROSS_SELL,31.0,False,True,False
A31162,3,Prime,95,Pasay,154.8,51 - 60,1,3,2,1,6.994,0.0,0.585,3.014,8088,0,729,3448,202,0,1095,23,1,2,2,0,0,0,5,0,0,2,4785,0,744,1850,371,0,1609,21,0,2,3,3,0,0,0,11.854,0.0,1.898,4.182,11769,0,1939,4146,332,0,984,25,1,8077,190,3,6,SLOT,ETG_CROSS_SELL,2696.0,False,True,False
A31194,1,Prime,218,QC,285.0,31 - 40,1,1,1,0,1.998,0.0,0.766,0.233,2892,0,977,469,1015,0,1312,36,2,2,0,0,0,2,5,0,1,2,10597,0,685,5004,288,0,977,29,5,4,5,3,0,0,2,9.327,0.0,0.944,5.161,24948,0,919,15316,226,0,1077,34,6,2887,1006,1,1,SLOT,ETG_CROSS_SELL,2892.0,False,True,False
A31231,2,Prime,106,Pasay,224.4,41 - 50,1,2,2,0,1.327,0.0,0.0,1.327,3103,0,0,3103,55,0,0,55,1,2,2,0,0,0,5,0,0,5,16407,0,0,16407,65,0,0,65,0,3,6,5,1,0,0,12.732,0.0,0.0,12.732,33684,0,0,33684,58,0,0,58,4,3091,44,2,1,SLOT,ETG_CROSS_SELL,1551.5,False,True,False
A31323,1,Prime,274,Pasay,154.8,31 - 40,1,1,1,0,0.978,0.0,0.978,0.0,5730,0,5730,0,2143,0,2143,0,2,2,0,0,2,0,2,1,1,0,5516,1099,2158,0,994,540,1268,0,2,3,3,0,0,3,0,1.828,0.658,0.566,0.0,5516,1099,2158,0,988,537,1268,0,3,5730,2143,1,0,SLOT,ETG_CROSS_SELL,5730.0,True,False,False
A31387,1,Elite,1047,Makati_BGC,57.6,41 - 50,1,1,1,0,7.76,0.0,0.226,3.654,26915,0,131,13326,85,0,729,45,2,2,1,0,1,0,10,0,1,4,34316,0,525,16718,155,0,612,55,1,3,3,2,0,1,0,14.847,0.0,1.043,6.451,52833,0,525,25976,115,0,519,49,1,26915,73,1,7,SLOT,ETG_CROSS_SELL,26915.0,True,False,False
A31520,1,Prime,14,Makati_BGC,57.6,41 - 50,1,1,0,1,2.089,0.0,0.0,2.089,225,0,0,225,3,0,0,3,2,2,0,1,0,1,3,0,0,2,718,0,15,522,74,0,365,46,2,2,2,0,1,0,1,2.595,0.0,0.136,1.721,718,0,15,522,74,0,365,46,4,219,0,1,2,SLOT,ETG_CROSS_SELL,225.0,True,True,True
A31613,1,Prime,12,QC,202.8,51 - 60,1,1,1,0,0.085,0.0,0.0,0.085,175,0,0,175,44,0,0,44,1,1,0,0,0,1,1,1,0,0,2222,2222,0,0,470,470,0,0,0,3,5,3,0,0,2,3.792,2.271,0.0,1.521,6987,5374,0,1613,284,459,0,22,2,175,44,1,0,SLOT,ETG_CROSS_SELL,175.0,False,False,False
A31884,2,Prime,50,QC,155.4,Above 60,1,2,2,0,2.721,0.0,0.0,2.721,1471,0,0,1471,17,0,0,17,1,2,2,0,0,0,4,0,0,4,2522,0,0,2522,17,0,0,17,0,4,6,5,1,0,0,8.149,0.0,0.0,8.149,5296,0,0,5296,15,0,0,15,1,1458,15,2,2,SLOT,ETG_CROSS_SELL,735.5,False,True,False
A31903,1,Prime,323,Makati_BGC,48.6,31 - 40,1,1,0,1,2.176,2.176,0.0,0.0,4705,4705,0,0,1038,1038,0,0,2,2,0,0,0,2,1,1,0,0,2111,2111,0,0,456,456,0,0,1,3,3,0,0,0,3,0.798,0.798,0.0,0.0,2241,2241,0,0,545,545,0,0,1,4695,1035,1,2,SLOT,ETG_CROSS_SELL,4705.0,True,True,True
A31954,2,Elite,61,Makati_BGC,48.6,31 - 40,2,2,0,2,5.139,2.701,0.333,0.0,5257,3028,58,0,1004,966,217,0,2,2,1,1,0,0,2,1,0,0,1048,566,44,0,739,673,292,0,1,11,15,12,1,2,0,33.117,27.379,0.501,0.0,61118,51069,73,0,538,531,218,0,5,2624,496,1,2,SLOT,ETG_CROSS_SELL,2628.5,False,True,False
A3199,1,Prime,6,Makati_BGC,57.6,Above 60,1,1,0,1,0.075,0.0,0.0,0.075,43,0,0,43,26,0,0,26,2,2,1,0,1,0,1,0,0,1,187,0,0,187,11,0,0,11,1,3,4,3,0,1,0,2.222,0.0,0.0,2.222,460,0,0,460,10,0,0,10,2,29,15,1,0,SLOT,ETG_CROSS_SELL,43.0,False,True,False
A31993,2,Elite,202,Pasay,182.4,51 - 60,1,2,1,1,11.425,0.0,2.34,3.428,11720,0,1954,3934,332,0,758,37,1,2,1,1,0,0,12,1,0,3,12927,996,58,3679,119,437,306,25,0,12,22,10,6,3,3,116.427,1.884,16.309,39.729,114360,3431,10016,43709,204,437,551,28,4,11708,321,2,11,SLOT,ETG_CROSS_SELL,5860.0,False,True,False
A32251,1,Elite,176,QC,202.8,31 - 40,1,1,0,1,2.47,0.0,0.257,0.978,5132,0,496,2070,456,0,2041,38,1,1,1,0,0,0,4,0,1,1,10527,0,2508,2756,1156,0,2581,41,0,19,21,13,2,5,1,66.142,0.0,26.81,12.515,193156,0,66878,41436,1693,0,2496,44,2,5132,452,1,2,SLOT,ETG_CROSS_SELL,5132.0,False,False,False
A3226,5,Maharlika,193,Mandaluyong_Pasig,182.4,41 - 50,2,5,0,5,3.085,0.288,2.275,0.0,5176,175,4287,0,2089,748,2408,0,1,1,0,0,1,0,0,0,0,0,802,0,802,0,2289,0,2289,0,6,4,4,0,2,1,1,2.54,1.105,0.84,0.068,5798,3188,1604,102,1469,1040,2050,57,12,2581,1035,2,1,SLOT,ETG_CROSS_SELL,1035.2,False,True,False
A32266,1,Prime,150,QC,155.4,Above 60,1,1,1,0,2.143,2.143,0.0,0.0,2035,2035,0,0,219,219,0,0,2,2,2,0,0,0,3,3,0,0,2793,2793,0,0,219,219,0,0,1,2,2,2,0,0,0,3.06,3.06,0.0,0.0,2793,2793,0,0,219,219,0,0,1,2027,219,1,2,SLOT,ETG_CROSS_SELL,2035.0,True,True,True
A32296,1,Prime,302,Makati_BGC,57.6,31 - 40,1,1,1,0,2.288,0.0,1.093,0.051,4316,0,2056,102,1300,0,1360,39,2,2,0,1,0,1,6,0,3,1,16402,0,6284,1917,1428,0,1681,52,1,3,4,2,1,0,1,12.34,0.0,8.601,0.504,39438,0,29320,1917,2436,0,2954,52,1,4316,1298,1,2,SLOT,ETG_CROSS_SELL,4316.0,False,False,False
A32350,2,Prime,11,QC,202.8,51 - 60,1,2,2,0,1.441,0.0,0.421,0.327,540,0,117,193,197,0,330,12,1,1,1,0,0,0,1,0,0,1,1570,0,0,1570,51,0,0,51,1,4,5,3,1,0,1,3.138,0.0,0.0,3.138,4613,0,0,4613,31,0,0,31,1,539,190,2,1,SLOT,ETG_CROSS_SELL,270.0,False,True,False
A32367,1,Elite,82,Makati_BGC,48.6,41 - 50,1,1,0,1,0.479,0.479,0.0,0.0,1224,1224,0,0,1094,1094,0,0,2,2,0,1,1,0,1,1,0,0,3233,3233,0,0,1094,1094,0,0,0,14,15,6,5,4,0,18.346,18.346,0.0,0.0,62391,62391,0,0,1613,1613,0,0,8,1210,1094,1,0,SLOT,ETG_CROSS_SELL,1224.0,False,True,False
A32390,1,Prime,97,Makati_BGC,83.4,21 - 30,1,1,1,0,1.508,0.0,0.178,0.576,2829,0,58,1356,104,0,306,42,1,2,2,0,0,0,1,0,0,1,2202,0,73,1298,145,0,729,44,2,4,6,5,0,0,1,14.558,0.0,3.396,4.002,16860,0,3718,4982,488,0,1012,30,2,2829,102,1,1,SLOT,ETG_CROSS_SELL,2829.0,False,False,False
A32421,2,Elite,6,Manila,0.0,41 - 50,1,2,2,0,0.505,0.0,0.0,0.505,282,0,0,282,14,0,0,14,1,1,1,0,0,0,1,0,0,1,390,0,0,390,9,0,0,9,1,4,6,4,1,1,0,9.135,2.565,0.0,3.722,7116,2083,0,2608,132,219,0,19,1,277,0,2,0,SLOT,ETG_CROSS_SELL,141.0,False,True,False
A32459,1,Prime,154,Makati_BGC,57.6,41 - 50,1,1,0,1,1.559,0.0,0.0,1.559,2244,0,0,2244,35,0,0,35,1,1,0,0,0,1,2,0,0,2,2260,0,0,2260,20,0,0,20,0,5,5,4,0,0,1,25.154,0.0,0.637,13.125,24217,0,569,12670,60,0,787,21,2,2231,29,1,1,SLOT,ETG_CROSS_SELL,2244.0,False,True,False
A32490,2,Prime,12,QC,84.0,51 - 60,1,2,2,0,0.211,0.0,0.046,0.165,347,0,131,215,590,0,2479,64,1,1,1,0,0,0,0,0,0,0,175,0,175,0,2114,0,2114,0,1,10,15,12,0,3,0,1.735,0.0,1.735,0.0,5963,0,5963,0,3066,0,3066,0,2,335,583,2,0,SLOT,ETG_CROSS_SELL,173.5,False,True,False
A32578,1,Premium,108,QC,240.6,41 - 50,1,1,0,1,0.442,0.0,0.0,0.442,1284,0,0,1284,63,0,0,63,2,2,0,0,1,1,3,0,0,3,7700,0,0,7700,81,0,0,81,2,5,6,2,1,1,2,6.103,0.0,0.007,6.028,13306,0,0,13288,62,0,15,62,2,1283,58,1,0,SLOT,ETG_CROSS_SELL,1284.0,False,True,False
A32647,1,Elite,410,QC,307.8,31 - 40,1,1,1,0,8.109,0.847,0.174,1.682,17943,2087,87,3806,191,458,437,32,1,2,2,0,0,0,6,1,0,1,13128,3272,58,1673,409,532,306,40,0,4,10,6,2,1,1,40.642,7.336,1.082,7.723,74712,17274,525,12202,362,714,465,28,5,17933,190,1,8,SLOT,ETG_CROSS_SELL,17943.0,False,True,False
A32686,1,Prime,0,QC,202.8,Above 60,1,1,1,0,0.082,0.0,0.0,0.082,2,0,0,2,3,0,0,3,1,1,0,1,0,0,1,0,0,1,1473,0,0,1473,58,0,0,58,0,5,6,3,1,1,1,3.144,0.0,0.0,3.144,3431,0,0,3431,29,0,0,29,2,0,0,1,0,SLOT,ETG_CROSS_SELL,2.0,False,True,False
A3277,1,Supreme,1907,Makati_BGC,46.2,51 - 60,1,1,0,1,0.583,0.583,0.0,0.0,1507,1507,0,0,1094,1094,0,0,2,2,0,0,1,1,2,2,0,0,7845,7845,0,0,1872,1872,0,0,2,2,2,0,0,1,1,1.849,1.849,0.0,0.0,7845,7845,0,0,1872,1872,0,0,5,1502,1094,1,0,SLOT,ETG_CROSS_SELL,1507.0,True,True,True
A32776,1,Premium,77,Makati_BGC,87.6,51 - 60,1,1,0,1,1.042,1.042,0.0,0.0,1018,1018,0,0,219,219,0,0,1,1,0,0,1,0,1,1,0,0,996,996,0,0,219,219,0,0,0,17,25,9,5,8,3,42.972,42.629,0.0,0.132,37781,37594,0,29,225,226,0,15,8,1006,219,1,1,SLOT,ETG_CROSS_SELL,1018.0,False,True,False
A32804,1,Elite,157,Mandaluyong_Pasig,182.4,51 - 60,1,1,0,1,0.333,0.0,0.333,0.0,394,0,394,0,1094,0,1094,0,2,2,2,0,0,0,2,0,2,0,4884,0,4884,0,2105,0,2105,0,0,2,2,2,0,0,0,2.212,0.0,2.212,0.0,4884,0,4884,0,2105,0,2105,0,1,394,1094,1,0,SLOT,ETG_CROSS_SELL,394.0,True,False,False
A32826,2,Prime,960,Pasay,276.6,31 - 40,1,2,0,2,13.332,0.0,0.0,13.332,27984,0,0,27984,26,0,0,26,1,1,1,0,0,0,3,1,0,0,8145,4000,73,0,469,454,583,0,0,3,5,5,0,0,0,8.952,4.855,0.469,0.148,25776,16332,321,231,481,494,710,49,4,27979,15,2,13,SLOT,ETG_CROSS_SELL,13992.0,False,True,False
A32854,1,Elite,267,QC,155.4,51 - 60,1,1,1,0,1.374,1.374,0.0,0.0,3897,3897,0,0,2187,2187,0,0,2,2,2,0,0,0,2,2,0,0,8313,8313,0,0,3058,3058,0,0,1,3,3,3,0,0,0,2.884,2.884,0.0,0.0,11687,11687,0,0,3360,3360,0,0,1,3893,2187,1,1,SLOT,ETG_CROSS_SELL,3897.0,True,True,True
A32872,3,Prime,5,QC,155.4,31 - 40,2,3,3,0,1.819,0.0,1.819,0.0,204,0,204,0,218,0,218,0,1,1,1,0,0,0,2,0,2,0,423,0,423,0,321,0,321,0,1,1,1,1,0,0,0,1.566,0.0,1.566,0.0,423,0,423,0,321,0,321,0,1,102,102,1,0,SLOT,ETG_CROSS_SELL,68.0,True,False,False
A32956,1,Prime,31,Ortigas,0.0,Above 60,1,1,1,0,0.449,0.449,0.0,0.0,664,664,0,0,1094,1094,0,0,2,2,2,0,0,0,1,1,0,0,1633,1633,0,0,969,969,0,0,1,2,2,2,0,0,0,0.726,0.726,0.0,0.0,1633,1633,0,0,969,969,0,0,1,656,1094,1,0,SLOT,ETG_CROSS_SELL,664.0,True,True,True
A32980,1,Premium,156,QC,155.4,31 - 40,1,2,2,0,1.595,1.595,0.0,0.0,4561,4561,0,0,2187,2187,0,0,1,2,2,0,0,0,0,0,0,0,3815,3815,0,0,6561,6561,0,0,7,7,11,10,0,1,0,4.065,4.065,0.0,0.0,13093,13093,0,0,3132,3132,0,0,24,4549,2187,2,1,SLOT,ETG_CROSS_SELL,2280.5,False,True,False
A33082,2,Prime,32,QC,258.0,31 - 40,1,2,2,0,1.921,0.0,1.921,0.0,933,0,933,0,411,0,411,0,1,2,0,0,1,1,3,0,3,0,1925,0,1925,0,587,0,587,0,2,2,3,0,0,1,2,2.917,0.0,2.917,0.0,1997,0,1997,0,581,0,581,0,2,933,408,2,1,SLOT,ETG_CROSS_SELL,466.5,True,False,False
A33104,1,Prime,10,Makati_BGC,67.8,21 - 30,1,1,0,1,0.252,0.0,0.252,0.0,117,0,117,0,525,0,525,0,2,2,2,0,0,0,2,0,1,0,1450,0,700,105,647,0,668,22,1,8,10,8,1,1,0,11.61,0.0,10.722,0.089,10081,0,9331,105,801,0,816,22,2,117,525,1,0,SLOT,ETG_CROSS_SELL,117.0,False,False,False
A33133,4,Elite,40,Makati_BGC,57.6,31 - 40,2,4,2,2,2.761,0.0,0.373,1.628,3830,0,233,2106,136,0,368,45,1,2,1,0,0,1,1,0,0,1,1883,0,0,1883,31,0,0,31,0,3,7,2,1,1,3,8.063,0.0,0.0,8.063,8881,0,0,8881,27,0,0,27,2,1910,58,2,1,SLOT,ETG_CROSS_SELL,957.5,False,True,False
A33162,1,Elite,24,Makati_BGC,57.6,Above 60,1,1,1,0,1.213,0.0,0.0,1.213,437,0,0,437,0,0,0,0,2,2,1,1,0,0,4,0,0,4,1823,0,0,1823,8,0,0,8,1,5,5,2,2,0,1,19.884,0.0,0.0,19.884,9215,0,0,9215,7,0,0,7,2,437,0,1,1,SLOT,ETG_CROSS_SELL,437.0,False,False,False
A33265,1,Premium,27,Manila,0.0,Above 60,1,1,1,0,0.497,0.497,0.0,0.0,509,509,0,0,1094,1094,0,0,2,2,1,0,0,1,2,2,0,0,3140,3140,0,0,2027,2027,0,0,0,6,8,7,0,0,1,11.993,9.584,0.0,0.482,15377,11943,0,569,1424,1506,0,44,2,496,1094,1,0,SLOT,ETG_CROSS_SELL,509.0,False,True,False
A33305,3,Elite,142,Ortigas,0.0,51 - 60,1,3,0,3,5.756,3.166,0.167,0.053,9839,6129,44,42,563,671,292,35,1,2,0,1,1,0,13,5,1,0,19196,8402,1196,0,768,745,859,0,0,4,8,0,2,4,2,27.909,7.995,7.147,0.0,42493,14554,8048,0,874,710,1097,0,3,9827,554,3,5,SLOT,ETG_CROSS_SELL,3279.6666666666665,False,True,False
A33379,1,Prime,48,QC,187.8,31 - 40,1,1,0,1,1.74,0.787,0.0,0.083,2775,1342,0,46,366,401,0,35,2,2,1,1,0,0,1,0,0,0,1348,1333,15,0,385,547,146,0,1,6,6,4,2,0,0,4.648,2.136,0.96,0.384,8720,5640,233,217,331,456,211,26,3,2770,365,1,1,SLOT,ETG_CROSS_SELL,2775.0,False,True,False
A3341,1,Elite,30,Makati_BGC,52.8,Above 60,1,1,1,0,0.765,0.0,0.765,0.0,437,0,437,0,485,0,485,0,1,1,1,0,0,0,5,0,2,0,3552,260,1516,0,519,1094,468,0,0,19,20,19,1,0,0,40.623,2.505,26.334,0.066,30842,4437,16825,24,521,704,505,23,6,437,481,1,0,SLOT,ETG_CROSS_SELL,437.0,False,False,False
A33557,1,Prime,6,QC,155.4,Above 60,1,1,0,1,0.257,0.0,0.257,0.0,44,0,44,0,146,0,146,0,2,2,1,1,0,0,3,0,1,0,598,0,248,117,114,0,138,15,0,4,5,3,2,0,0,4.537,0.0,3.329,0.24,860,0,510,117,114,0,124,15,2,44,146,1,0,SLOT,ETG_CROSS_SELL,44.0,True,False,False
A33584,2,Elite,96,Pasay,131.4,51 - 60,2,2,2,0,1.997,0.0,0.0,1.997,2156,0,0,2156,31,0,0,31,2,2,0,2,0,0,2,1,0,0,4242,1693,0,519,402,547,0,63,0,8,10,8,2,0,0,13.47,3.847,1.379,2.433,29899,13914,816,3334,373,547,393,65,3,1064,15,1,0,SLOT,ETG_CROSS_SELL,1078.0,False,True,False
A33595,1,Prime,36,QC,187.8,41 - 50,1,1,0,1,1.223,0.0,1.223,0.0,525,0,525,0,375,0,375,0,1,2,0,1,1,0,1,1,0,0,2264,2264,0,0,482,482,0,0,0,3,4,1,1,1,1,1.981,1.227,0.754,0.0,2643,2264,379,0,524,482,594,0,1,525,365,1,1,SLOT,ETG_CROSS_SELL,525.0,True,False,False
A33649,1,Prime,11,QC,155.4,51 - 60,1,1,1,0,0.386,0.0,0.386,0.0,44,0,44,0,85,0,85,0,2,2,2,0,0,0,2,0,1,0,553,0,277,276,128,0,146,43,2,9,11,10,0,0,1,12.591,0.0,2.922,6.716,7563,0,539,5434,79,0,170,27,4,44,73,1,0,SLOT,ETG_CROSS_SELL,44.0,False,False,False
A33733,1,Elite,25,QC,269.4,51 - 60,1,1,1,0,1.252,0.0,0.0,1.252,547,0,0,547,16,0,0,16,2,2,1,1,0,0,1,0,0,1,498,0,0,498,14,0,0,14,0,5,7,4,2,1,0,6.389,0.0,0.0,6.389,3893,0,0,3893,22,0,0,22,2,539,15,1,1,SLOT,ETG_CROSS_SELL,547.0,False,True,False
A33770,1,Prime,1,Pasay,136.8,51 - 60,1,1,0,1,0.281,0.0,0.0,0.281,32,0,0,32,23,0,0,23,2,2,2,0,0,0,0,0,0,0,21,0,0,21,59,0,0,59,0,4,4,2,1,0,1,2.188,0.0,2.13,0.058,692,0,671,21,224,0,228,59,2,29,15,1,0,SLOT,ETG_CROSS_SELL,32.0,False,True,False
A33836,1,Prime,21,Makati_BGC,75.6,51 - 60,1,1,0,1,2.161,0.0,0.0,2.161,379,0,0,379,0,0,0,0,2,2,1,0,1,0,2,0,0,2,539,0,0,539,0,0,0,0,1,2,2,1,0,1,0,2.389,0.0,0.0,2.389,539,0,0,539,0,0,0,0,1,379,0,1,2,SLOT,ETG_CROSS_SELL,379.0,True,False,False
A34031,1,Elite,200,Manila,0.0,31 - 40,1,1,0,1,1.276,0.0,0.568,0.07,2535,0,1210,57,1183,0,1327,16,2,2,0,1,1,0,3,0,3,0,6211,0,6211,0,1411,0,1411,0,1,5,6,2,1,1,2,8.32,0.0,5.784,0.333,12575,0,9433,303,1023,0,1151,14,2,2522,1181,1,1,SLOT,ETG_CROSS_SELL,2535.0,False,True,False
A34060,1,Prime,79,Makati_BGC,57.6,31 - 40,1,1,0,1,1.798,0.0,0.182,0.717,1975,0,204,784,241,0,1095,24,2,2,0,2,0,0,3,0,1,1,3497,0,787,961,711,0,1146,47,1,5,6,0,5,1,0,12.158,0.0,2.735,3.344,17581,0,2799,5991,494,0,1050,39,1,1968,233,1,1,SLOT,ETG_CROSS_SELL,1975.0,False,True,False
A34120,2,Prime,48,Makati_BGC,48.6,31 - 40,1,2,0,2,0.739,0.0,0.0,0.739,1411,0,0,1411,27,0,0,27,1,1,0,0,1,0,1,0,0,1,2070,0,0,2070,36,0,0,36,0,2,3,2,0,1,0,2.779,0.0,0.0,2.779,3696,0,0,3696,30,0,0,30,1,1400,15,2,0,SLOT,ETG_CROSS_SELL,705.5,False,True,False
A34266,3,Elite,97,Makati_BGC,75.6,Above 60,1,3,3,0,3.144,0.0,3.144,0.0,4257,0,4257,0,1164,0,1164,0,1,1,1,0,0,0,2,0,2,0,1939,0,1939,0,880,0,880,0,0,4,7,5,0,0,2,6.404,0.0,6.404,0.0,6357,0,6357,0,895,0,895,0,1,4257,1152,3,3,SLOT,ETG_CROSS_SELL,1419.0,False,False,False
